,,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,No focal subject,Worker 1 (71),Worker 1 (71),Worker 1 (71),Worker 1 (71),Worker 1 (71),Worker 1 (71),Worker 1 (71),Worker 1 (71),Worker 1 (71),Worker 1 (71),Worker 3 (90),Worker 3 (90),Worker 3 (90),Worker 3 (90),Worker 3 (90),Worker 3 (90),Worker 3 (90),Worker 3 (90),Worker 3 (90),Worker 3 (90),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
,,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging
,Total length (s),Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time
for	QF10	20180815	19,3598.760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726.849,5,145.370,22.621,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF10	20180815	23,3602.080,0,0,0,0,0,84.626,1,84.626,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF10	20180815	9,3602.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.481,3,109.827,14.152,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF10	20180816	6,3595.880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.351,5,133.470,30.641,0.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF10	20180821	16,3554.520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.170,4,140.793,7.745,0.158
for	QF10	20180821	23,3600.720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.769,1,123.769,0,0.034
for	QF10	20180821	8,2847.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.751,2,105.375,11.490,0.074
for	QF10	20180822	17,3867.920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	QF10	20180822	9,3596.840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF10	20180815	19,3596.000,0,0,0,0,0,0,0,0,0,0,0.000,2,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF10	20180815	23,3601.040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF10	20180815	9,3555.280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF10	20180816	6,3601.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QF10	20180816	8,3599.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
