,,Worker 1 (14),Worker 1 (14),Worker 1 (14),Worker 1 (14),Worker 1 (14),Worker 1 (14),Worker 1 (14),Worker 1 (14),Worker 1 (14),Worker 1 (14),Worker 3 (32),Worker 3 (32),Worker 3 (32),Worker 3 (32),Worker 3 (32),Worker 3 (32),Worker 3 (32),Worker 3 (32),Worker 3 (32),Worker 3 (32)
,,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,other,other,other,other,other,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,other,other,other,other,other
,Total length (s),Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time
for	NT12	20181110	1,58.440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT12	20181110	13,61.320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT12	20181110	3,58.680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT12	20181111	4,56.560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT12	20181111	6,54.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT12	20181111	7,49.680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT12	20181111	8,58.840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT12	20181116	13,59.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT12	20181116	23,61.600,8.945,1,8.945,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT12	20181117	0,65.760,22.201,1,22.201,0,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT12	20181117	12,61.560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT12	20181117	22,65.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT12	20181110	1,58.760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT12	20181110	13,62.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.986,1,7.986,0,0.128
nest	NT12	20181110	8,47.640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT12	20181111	0,56.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT12	20181111	12,56.680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT12	20181111	4,51.520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT12	20181111	8,61.080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT12	20181116	13,58.040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT12	20181116	15,56.080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT12	20181116	23,57.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT12	20181117	12,62.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT12	20181117	22,64.520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT12	20181118	23,66.240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	QT12	20181108	20,882.320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
