Observation id,Observation date,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
for	NT03	20180630	10,2018-06-30 10:00:42,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/NT/NT03/05_forNT03_1_20180630_103803.avi,3447.360,25.0,Worker 1 (33),nectarforaging,,,STATE,7.627,147.230,139.603,,
for	NT03	20180630	17,2018-06-30 17:00:51,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT03/05_forNT03_1_20180630_173841.avi,3414.040,25.0,Worker 1 (33),nectarforaging,,,STATE,13.926,141.356,127.430,,
nest	NT03	20180705	13,2018-07-05 13:00:35,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT03/05_nestNT03_1_20180705_130125.avi,3599.800,25.0,Worker 1 (33),feedsbrood,,,POINT,23.906,23.906,NA,,
nest	NT03	20180704	20,2018-07-04 20:00:24,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT03/05_nestNT03_1_20180704_200057.avi,3591.680,25.0,Worker 3 (98),feedsbrood,,,POINT,57.055,57.055,NA,,
nest	NT03	20180706	0,2018-07-06 00:00:11,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT03/05_nestNT03_1_20180706_000145.avi,3598.080,25.0,Worker 1 (33),feedsbrood,,,POINT,86.729,86.729,NA,,
nest	NT03	20180704	23,2018-07-04 23:00:09,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT03/05_nestNT03_1_20180704_230104.avi,3614.440,25.0,Worker 2 (34),feedsbrood,,,POINT,100.128,100.128,NA,,
nest	NT03	20180704	20,2018-07-04 20:00:24,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT03/05_nestNT03_1_20180704_200057.avi,3591.680,25.0,Worker 2 (34),feedsbrood,,,POINT,108.302,108.302,NA,,
nest	NT03	20180630	1,2018-06-30 01:00:06,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT03/05_nestNT03_1_20180630_013710.avi,3456.760,25.0,Worker 2 (34),feedsbrood,,,POINT,146.926,146.926,NA,,
nest	NT03	20180630	4,2018-06-30 04:00:31,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Round1/NT/NT03/05_nestNT03_1_20180630_043726.avi,3461.160,25.0,Worker 2 (34),feedsbrood,,,POINT,177.863,177.863,NA,,
for	NT03	20180630	17,2018-06-30 17:00:51,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT03/05_forNT03_1_20180630_173841.avi,3414.040,25.0,Worker 1 (33),nectarforaging,,,STATE,219.775,289.375,69.600,,
nest	NT03	20180630	17,2018-06-30 17:00:58,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT03/05_nestNT03_1_20180630_173834.avi,3419.440,25.0,Worker 3 (98),feedsbrood,,,POINT,232.693,232.693,NA,,
nest	NT03	20180704	20,2018-07-04 20:00:24,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT03/05_nestNT03_1_20180704_200057.avi,3591.680,25.0,Worker 2 (34),feedsbrood,,,POINT,269.929,269.929,NA,,
for	NT03	20180630	17,2018-06-30 17:00:51,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT03/05_forNT03_1_20180630_173841.avi,3414.040,25.0,Worker 1 (33),nectarforaging,,,STATE,333.079,518.129,185.050,,
for	NT03	20180630	17,2018-06-30 17:00:51,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT03/05_forNT03_1_20180630_173841.avi,3414.040,25.0,Worker 1 (33),nectarforaging,,,STATE,816.623,913.124,96.501,,
for	NT03	20180630	4,2018-06-30 04:00:45,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NT/NT03/05_forNT03_1_20180630_043727 (1).avi,3445.600,25.0,No focal subject,nectarforaging,,,STATE,940.688,1056.493,115.805,,
for	NT03	20180630	17,2018-06-30 17:00:51,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT03/05_forNT03_1_20180630_173841.avi,3414.040,25.0,Worker 1 (33),nectarforaging,,,STATE,981.650,1102.299,120.649,,
for	NT03	20180630	4,2018-06-30 04:00:45,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NT/NT03/05_forNT03_1_20180630_043727 (1).avi,3445.600,25.0,No focal subject,nectarforaging,,,STATE,1119.068,1258.319,139.251,,
for	NT03	20180630	17,2018-06-30 17:00:51,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT03/05_forNT03_1_20180630_173841.avi,3414.040,25.0,Worker 1 (33),nectarforaging,,,STATE,1166.849,1294.377,127.528,,
for	NT03	20180630	4,2018-06-30 04:00:45,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NT/NT03/05_forNT03_1_20180630_043727 (1).avi,3445.600,25.0,No focal subject,nectarforaging,,,STATE,1293.243,1441.766,148.523,,
