Observation id,Observation date,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
for	NT07	20180814	10,2018-08-14 10:00:05,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_forNT07_1_20180814_100502.avi,NA,NA,Worker 2 (49),nectarforaging,,,STATE,0.000,25.208,25.208,,
for	NT07	20180815	18,2018-08-15 18:00:44,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT07/05_forNT07_1_20180815_183517.avi,3590.560,25.0,Worker 1 (68),nectarforaging,,,STATE,0.000,3589.449,3589.449,,
for	NT07	20180820	22,2018-08-20 22:00:05,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_forNT07_1_20180820_224957.avi,3437.520,25.0,Worker 2 (49),nectarforaging,,,STATE,0.000,3437.000,3437.000,"sitting still away from wick. not moving, but not dead (very occasional leg/antennae movements)
",
for	NT07	20180822	1,2018-08-22 01:00:51,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_forNT07_1_20180822_014816.avi,3550.960,25.0,Worker 2 (49),nectarforaging,,,STATE,0.000,934.421,934.421,,
for	NT07	20180820	12,2018-08-20 12:00:37,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT07/05_forNT07_1_20180820_121911.avi,2113.760,25.0,Worker 1 (68),nectarforaging,,,STATE,0.278,2095.955,2095.677,,
for	NT07	20180815	14,2018-08-15 14:00:58,/Volumes/GoogleDrive/My Drive/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_forNT07_1_20180815_143508.avi,3597.880,25.0,Worker 1 (68),nectarforaging,,,STATE,0.626,228.903,228.277,,
for	NT07	20180815	14,2018-08-15 14:00:58,/Volumes/GoogleDrive/My Drive/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_forNT07_1_20180815_143508.avi,3597.880,25.0,Worker 3 (2),pollenforaging,,,STATE,0.804,8.005,7.201,,
for	NT07	20180814	8,2018-08-14 08:00:35,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT07/05_forNT07_1_20180814_080433.avi,1457.560,25.0,Worker 2 (49),nectarforaging,,,STATE,1.579,1457.000,1455.421,,
for	NT07	20180821	1,2018-10-21 01:00:39,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_forNT07_1_20180821_010116.avi,2683.840,25.0,Worker 2 (49),nectarforaging,,,STATE,13.428,2682.377,2668.949,,
for	NT07	20180814	10,2018-08-14 10:00:05,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_forNT07_1_20180814_100502.avi,NA,NA,Worker 2 (49),nectarforaging,,,STATE,32.436,260.867,228.431,,
for	NT07	20180815	14,2018-08-15 14:00:58,/Volumes/GoogleDrive/My Drive/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_forNT07_1_20180815_143508.avi,3597.880,25.0,Worker 3 (2),pollenforaging,,,STATE,47.855,145.181,97.326,,
nest	NT07	20180815	18,2018-08-15 18:00:23,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_nestNT07_1_20180815_183438.avi,3600.600,25.0,Worker 1 (68),feedsbrood,,,POINT,110.029,110.029,NA,,
nest	NT07	20180816	3,2018-08-16 03:00:16,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT07/05_nestNT07_1_20180816_033458.avi,3599.800,25.0,Worker 1 (68),feedsbrood,,,POINT,135.902,135.902,NA,,
for	NT07	20180820	17,2018-08-20 17:00:14,G:/My Drive/AllRounds/NT/NT07/05_forNT07_1_20180820_165044.avi,2956.120,25.0,Worker 1 (68),nectarforaging,,,STATE,165.666,571.955,406.289,,
nest	NT07	20180820	0,2018-08-20 00:00:16,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT07/05_nestNT07_1_20180820_001437.avi,1935.520,25.0,Worker 1 (68),feedsbrood,,,POINT,171.944,171.944,NA,,
nest	NT07	20180815	18,2018-08-15 18:00:23,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_nestNT07_1_20180815_183438.avi,3600.600,25.0,Worker 1 (68),feedsbrood,,,POINT,178.092,178.092,NA,,
nest	NT07	20180816	3,2018-08-16 03:00:16,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT07/05_nestNT07_1_20180816_033458.avi,3599.800,25.0,Worker 1 (68),feedsbrood,,,POINT,190.728,190.728,NA,,
nest	NT07	20180816	8,2018-08-16 08:00:53,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_nestNT07_1_20180816_083516.avi,3597.760,25.0,Worker 1 (68),feedsbrood,,,POINT,199.252,199.252,NA,,
nest	NT07	20180815	18,2018-08-15 18:00:23,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_nestNT07_1_20180815_183438.avi,3600.600,25.0,Worker 1 (68),feedsbrood,,,POINT,259.340,259.340,NA,,
nest	NT07	20180816	3,2018-08-16 03:00:16,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT07/05_nestNT07_1_20180816_033458.avi,3599.800,25.0,Worker 1 (68),feedsbrood,,,POINT,263.003,263.003,NA,,
for	NT07	20180814	10,2018-08-14 10:00:05,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_forNT07_1_20180814_100502.avi,NA,NA,Worker 2 (49),nectarforaging,,,STATE,275.666,301.675,26.009,,
nest	NT07	20180815	14,2018-08-15 14:00:23,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NT/NT07/05_nestNT07_1_20180815_143424.avi,3601.040,25.0,Worker 1 (68),fillshoneypot,,,POINT,297.846,297.846,NA,,
nest	NT07	20180815	18,2018-08-15 18:00:23,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_nestNT07_1_20180815_183438.avi,3600.600,25.0,Worker 3 (2),feedsbrood,,,POINT,298.491,298.491,NA,,
for	NT07	20180814	10,2018-08-14 10:00:05,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_forNT07_1_20180814_100502.avi,NA,NA,Worker 2 (49),nectarforaging,,,STATE,342.633,470.115,127.482,,
for	NT07	20180814	10,2018-08-14 10:00:05,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_forNT07_1_20180814_100502.avi,NA,NA,Worker 2 (49),nectarforaging,,,STATE,492.940,550.840,57.900,,
for	NT07	20180814	10,2018-08-14 10:00:05,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NT/NT07/05_forNT07_1_20180814_100502.avi,NA,NA,Worker 2 (49),nectarforaging,,,STATE,553.711,1826.000,1272.289,,
for	NT07	20180820	17,2018-08-20 17:00:14,G:/My Drive/AllRounds/NT/NT07/05_forNT07_1_20180820_165044.avi,2956.120,25.0,Worker 1 (68),nectarforaging,,,STATE,618.625,820.450,201.825,,
for	NT07	20180820	17,2018-08-20 17:00:14,G:/My Drive/AllRounds/NT/NT07/05_forNT07_1_20180820_165044.avi,2956.120,25.0,Unknown,pollenforaging,,,STATE,893.835,894.860,1.025,,
for	NT07	20180820	17,2018-08-20 17:00:14,G:/My Drive/AllRounds/NT/NT07/05_forNT07_1_20180820_165044.avi,2956.120,25.0,Worker 1 (68),nectarforaging,,,STATE,918.956,1123.156,204.200,,
for	NT07	20180820	17,2018-08-20 17:00:14,G:/My Drive/AllRounds/NT/NT07/05_forNT07_1_20180820_165044.avi,2956.120,25.0,Worker 1 (68),nectarforaging,,,STATE,1208.836,1267.835,58.999,,
for	NT07	20180820	17,2018-08-20 17:00:14,G:/My Drive/AllRounds/NT/NT07/05_forNT07_1_20180820_165044.avi,2956.120,25.0,Worker 1 (68),nectarforaging,,,STATE,1319.161,1536.561,217.400,,
for	NT07	20180820	17,2018-08-20 17:00:14,G:/My Drive/AllRounds/NT/NT07/05_forNT07_1_20180820_165044.avi,2956.120,25.0,Worker 1 (68),pollenforaging,,,STATE,1612.736,1650.860,38.124,,
for	NT07	20180820	17,2018-08-20 17:00:14,G:/My Drive/AllRounds/NT/NT07/05_forNT07_1_20180820_165044.avi,2956.120,25.0,Unknown,pollenforaging,,,STATE,1726.951,1763.026,36.075,,
for	NT07	20180820	17,2018-08-20 17:00:14,G:/My Drive/AllRounds/NT/NT07/05_forNT07_1_20180820_165044.avi,2956.120,25.0,Worker 1 (68),pollenforaging,,,STATE,1800.036,1805.111,5.075,,
for	NT07	20180820	17,2018-08-20 17:00:14,G:/My Drive/AllRounds/NT/NT07/05_forNT07_1_20180820_165044.avi,2956.120,25.0,Worker 1 (68),pollenforaging,,,STATE,1826.081,1837.206,11.125,,
for	NT07	20180820	17,2018-08-20 17:00:14,G:/My Drive/AllRounds/NT/NT07/05_forNT07_1_20180820_165044.avi,2956.120,25.0,Worker 1 (68),pollenforaging,,,STATE,1847.030,1854.806,7.776,,
for	NT07	20180820	17,2018-08-20 17:00:14,G:/My Drive/AllRounds/NT/NT07/05_forNT07_1_20180820_165044.avi,2956.120,25.0,Worker 1 (68),nectarforaging,,,STATE,1914.553,2108.527,193.974,,
for	NT07	20180820	17,2018-08-20 17:00:14,G:/My Drive/AllRounds/NT/NT07/05_forNT07_1_20180820_165044.avi,2956.120,25.0,Worker 1 (68),nectarforaging,,,STATE,2299.015,2955.705,656.690,,
