Observation id,Observation date,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
for	NF03	20180628	17,2018-06-28 17:00:43,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180628_173352.avi,2906.240,25.0,Worker 2 (14),nectarforaging,,,STATE,0.000,353.175,353.175,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,0.000,59.876,59.876,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 1 (8),nectarforaging,,,STATE,37.677,226.225,188.548,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,123.298,301.599,178.301,,
nest	NF03	20180629	5,2018-06-29 05:00:28,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NF/NF03/05_nestNF03_1_20180629_053818.avi,2864.240,25.0,Worker 8 (90),feedsbrood,,,POINT,213.000,213.000,NA,,
nest	NF03	20180629	7,2018-06-29 07:00:51,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Rounds1_2/NF/NF03/05_nestNF03_1_20180629_073825.avi,2923.920,25.0,Worker 2 (14),feedsbrood,,,POINT,219.307,219.307,NA,,
nest	NF03	20180628	17,2018-06-28 17:00:41,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/Round1/NF/NF03/05_nestNF03_1_20180628_173726.avi,2899.200,25.0,Worker 2 (14),fillshoneypot,,,POINT,224.140,224.140,NA,,
for	NF03	20180705	15,2018-07-05 15:00:56,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_152012.avi,3424.320,25.0,Worker 8 (90),pollenforaging,,,STATE,284.500,288.777,4.277,,
for	NF03	20180628	17,2018-06-28 17:00:43,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180628_173352.avi,2906.240,25.0,Worker 2 (14),nectarforaging,,,STATE,557.297,798.060,240.763,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,713.377,884.239,170.862,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,949.590,1127.968,178.378,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,1186.493,1343.079,156.586,,
for	NF03	20180704	18,2018-07-04 18:00:15,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180704_180459.avi,3310.200,25.0,Worker 2 (14),nectarforaging,,,STATE,1287.246,1466.652,179.406,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,1407.001,1546.425,139.424,,
for	NF03	20180628	17,2018-06-28 17:00:43,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180628_173352.avi,2906.240,25.0,Worker 2 (14),nectarforaging,,,STATE,1517.255,1784.735,267.480,,
for	NF03	20180704	18,2018-07-04 18:00:15,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180704_180459.avi,3310.200,25.0,Worker 2 (14),nectarforaging,,,STATE,1547.106,1698.203,151.097,,
for	NF03	20180705	15,2018-07-05 15:00:56,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_152012.avi,3424.320,25.0,Worker 2 (14),nectarforaging,,,STATE,1636.245,1800.521,164.276,,
for	NF03	20180705	11,2018-07-05 11:00:50,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_110618.avi,3292.760,25.0,Worker 8 (90),pollenforaging,,,STATE,1654.034,1659.780,5.746,,
for	NF03	20180705	11,2018-07-05 11:00:50,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_110618.avi,3292.760,25.0,Worker 8 (90),pollenforaging,,,STATE,1690.506,1696.134,5.628,,
