Observation id,Observation date,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,1708.182,1869.666,161.484,,
for	NF03	20180705	11,2018-07-05 11:00:50,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_110618.avi,3292.760,25.0,Worker 8 (90),pollenforaging,,,STATE,1771.633,1784.109,12.476,,
for	NF03	20180705	11,2018-07-05 11:00:50,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_110618.avi,3292.760,25.0,Worker 8 (90),pollenforaging,,,STATE,1792.510,1798.583,6.073,,
for	NF03	20180704	18,2018-07-04 18:00:15,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180704_180459.avi,3310.200,25.0,Worker 2 (14),pollenforaging,,,STATE,1860.456,1870.524,10.068,,
for	NF03	20180705	15,2018-07-05 15:00:56,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_152012.avi,3424.320,25.0,Worker 2 (14),nectarforaging,,,STATE,1866.940,2020.620,153.680,,
for	NF03	20180705	11,2018-07-05 11:00:50,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_110618.avi,3292.760,25.0,Worker 8 (90),pollenforaging,,,STATE,1879.871,1896.997,17.126,,
for	NF03	20180704	18,2018-07-04 18:00:15,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180704_180459.avi,3310.200,25.0,Worker 2 (14),pollenforaging,,,STATE,1880.656,1884.702,4.046,,
for	NF03	20180705	11,2018-07-05 11:00:50,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_110618.avi,3292.760,25.0,Worker 8 (90),pollenforaging,,,STATE,1907.921,1921.048,13.127,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,1954.338,2088.230,133.892,,
for	NF03	20180705	11,2018-07-05 11:00:50,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_110618.avi,3292.760,25.0,Worker 8 (90),pollenforaging,,,STATE,2037.464,2041.013,3.549,,
for	NF03	20180705	15,2018-07-05 15:00:56,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_152012.avi,3424.320,25.0,Worker 2 (14),nectarforaging,,,STATE,2049.125,2195.320,146.195,,
for	NF03	20180705	11,2018-07-05 11:00:50,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_110618.avi,3292.760,25.0,Worker 8 (90),pollenforaging,,,STATE,2130.160,2186.562,56.402,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,2153.007,2300.719,147.712,,
for	NF03	20180705	15,2018-07-05 15:00:56,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_152012.avi,3424.320,25.0,Worker 2 (14),nectarforaging,,,STATE,2268.336,2445.266,176.930,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,2361.070,2514.790,153.720,,
for	NF03	20180705	15,2018-07-05 15:00:56,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_152012.avi,3424.320,25.0,Worker 2 (14),nectarforaging,,,STATE,2532.937,2677.787,144.850,,
NF03	20180703	15,2018-07-03 15:00:28,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180703_150238.avi,3250.320,25.0,No focal subject,nectarforaging,,,STATE,2544.745,3007.985,463.240,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,2577.569,2716.939,139.370,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,2772.105,2943.933,171.828,,
for	NF03	20180705	15,2018-07-05 15:00:56,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_152012.avi,3424.320,25.0,Worker 2 (14),nectarforaging,,,STATE,2805.764,2968.058,162.294,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,3043.554,3216.037,172.483,,
for	NF03	20180705	15,2018-07-05 15:00:56,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_152012.avi,3424.320,25.0,Worker 2 (14),nectarforaging,,,STATE,3059.732,3228.652,168.920,,
NF03	20180703	15,2018-07-03 15:00:28,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180703_150238.avi,3250.320,25.0,No focal subject,nectarforaging,,,STATE,3215.559,3250.241,34.682,,
for	NF03	20180705	17,2018-07-05 17:00:46,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_172015.avi,3309.240,25.0,Worker 2 (14),nectarforaging,,,STATE,3282.533,3308.960,26.427,,
for	NF03	20180705	15,2018-07-05 15:00:56,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/NF/NF03/05_forNF03_1_20180705_152012.avi,3424.320,25.0,Worker 2 (14),nectarforaging,,,STATE,3300.505,3423.929,123.424,,
