Observation id,Observation date,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
for	QT15	20181111	16,2018-11-11 16:00:06,G:/My Drive/WoodardLab.shared/Projects/2018.Awesome.Summer.Experiments/Videos/AllRounds/QT/QT15/05_forQT15_1_20181111_164958.avi,982.480,25.0,Worker 3 (66),nectarforaging,,,STATE,0.000,27.011,27.011,,
for	QT15	20181117	17,2018-11-17 17:00:51,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QT/QT15/05_forQT15_1_20181117_172935.avi,790.320,25.0,Unknown worker,nectarforaging,,,STATE,0.000,23.557,23.557,,
for	QT15	20181111	16,2018-11-11 16:00:06,G:/My Drive/WoodardLab.shared/Projects/2018.Awesome.Summer.Experiments/Videos/AllRounds/QT/QT15/05_forQT15_1_20181111_164958.avi,982.480,25.0,Worker 3 (66),pollenforaging,,,STATE,27.526,44.314,16.788,,
nest	QT15	20181110	7,2018-11-10 07:00:44,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QT/QT15/05_nestQT15_1_20181110_073527.avi,1175.770,22.0,Worker 1 (24),feedsbrood,,,POINT,30.976,30.976,NA,,
for	QT15	20181117	17,2018-11-17 17:00:51,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QT/QT15/05_forQT15_1_20181117_172935.avi,790.320,25.0,Unknown worker,nectarforaging,,,STATE,47.362,138.920,91.558,,
nest	QT15	20181111	16,2018-11-11 16:00:56,G:/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QT/QT15/05_nestQT15_1_20181111_164344.avi,880.950,22.0,Worker 2 (57),feedsbrood,,,POINT,49.196,49.196,NA,,
for	QT15	20181111	16,2018-11-11 16:00:06,G:/My Drive/WoodardLab.shared/Projects/2018.Awesome.Summer.Experiments/Videos/AllRounds/QT/QT15/05_forQT15_1_20181111_164958.avi,982.480,25.0,Worker 3 (66),nectarforaging,,,STATE,57.764,79.489,21.725,,
nest	QT15	20181118	5,2018-11-18 05:00:48,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QT/QT15/05_nestQT15_1_20181118_053051.avi,839.730,22.0,Worker 2 (57),feedsbrood,,,POINT,64.679,64.679,NA,,
nest	QT15	20181116	20,2018-11-16 20:00:12,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QT/QT15/05_nestQT15_1_20181116_201748.avi,780.050,22.0,Queen (81),feedsbrood,,,POINT,65.639,65.639,NA,,
nest	QT15	20181116	20,2018-11-16 20:00:12,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QT/QT15/05_nestQT15_1_20181116_201748.avi,780.050,22.0,Worker 2 (57),feedsbrood,,,POINT,68.811,68.811,NA,,
