,,Worker 1 (27),Worker 1 (27),Worker 1 (27),Worker 1 (27),Worker 1 (27),Worker 1 (27),Worker 1 (27),Worker 1 (27),Worker 1 (27),Worker 1 (27),Worker 1 (27),Worker 1 (27),Worker 1 (27),Worker 1 (27),Worker 1 (27),Worker 2 (56),Worker 2 (56),Worker 2 (56),Worker 2 (56),Worker 2 (56),Worker 2 (56),Worker 2 (56),Worker 2 (56),Worker 2 (56),Worker 2 (56),Worker 2 (56),Worker 2 (56),Worker 2 (56),Worker 2 (56),Worker 2 (56),Worker 3 (99),Worker 3 (99),Worker 3 (99),Worker 3 (99),Worker 3 (99),Worker 3 (99),Worker 3 (99),Worker 3 (99),Worker 3 (99),Worker 3 (99),Worker 3 (99),Worker 3 (99),Worker 3 (99),Worker 3 (99),Worker 3 (99),Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker,Unknown worker
,,feedsbrood,feedsbrood,feedsbrood,feedsbrood,feedsbrood,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,feedsbrood,feedsbrood,feedsbrood,feedsbrood,feedsbrood,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,feedsbrood,feedsbrood,feedsbrood,feedsbrood,feedsbrood,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging,feedsbrood,feedsbrood,feedsbrood,feedsbrood,feedsbrood,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,fillshoneypot,nectarforaging,nectarforaging,nectarforaging,nectarforaging,nectarforaging
,Total length (s),Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time,Total duration,Number of occurrences,Duration mean,Duration std dev,Proportion of time
for	NT13	20181113	14,1083.040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181114	20,1414.720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181114	4,1214.080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181114	9,1204.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181115	18,1241.760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181115	22,958.520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181119	16,1742.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144.431,23,49.758,26.815,0.657
for	NT13	20181119	17,1839.080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181120	0,1466.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.000,1,73.000,0,0.050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181120	1,1116.720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181120	12,1719.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181120	15,1569.640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.164,1,21.164,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181120	2,1819.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.834,1,37.834,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181120	23,898.840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181121	14,803.760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for	NT13	20181121	4,854.720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181113	14,1074.280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181113	16,1101.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181114	11,900.760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181114	20,1405.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181114	4,1211.320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181114	9,1201.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181115	15,1249.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181115	18,1246.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181115	22,962.880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181119	16,1735.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,2,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181119	17,1840.640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,2,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181120	0,1509.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181120	15,1567.480,0.000,1,0.000,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181120	23,884.480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181121	14,805.720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nest	NT13	20181121	4,844.960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
